ZICDFULLID,ICD_GROUP,ICD_GROUP_DESC,ZICD3CHARID,ICD3CHAR_DESC,SHORTDESC
O995,O95-O99,"Other obstetric conditions, not elsewhere classified
",O99,"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","Diseases of the respiratory system complicating pregnancy, childbirth and the puerperium"
O996,O95-O99,"Other obstetric conditions, not elsewhere classified
",O99,"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","Diseases of the digestive system complicating pregnancy, childbirth and the puerperium"
O997,O95-O99,"Other obstetric conditions, not elsewhere classified
",O99,"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","Diseases of the skin and subcutaneous tissue complicating pregnancy, childbirth and the puerperium"
O998,O95-O99,"Other obstetric conditions, not elsewhere classified
",O99,"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium"
P00,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P00,Foetus and newborn affected by maternal conditions that may be unrelated to present pregnancy,Foetus and newborn affected by maternal conditions that may be unrelated to present pregnancy
P000,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P00,Foetus and newborn affected by maternal conditions that may be unrelated to present pregnancy,Foetus and newborn affected by maternal hypertensive disorders
P001,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P00,Foetus and newborn affected by maternal conditions that may be unrelated to present pregnancy,Foetus and newborn affected by maternal renal and urinary tract diseases
P002,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P00,Foetus and newborn affected by maternal conditions that may be unrelated to present pregnancy,Foetus and newborn affected by maternal infectious and parasitic diseases
P003,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P00,Foetus and newborn affected by maternal conditions that may be unrelated to present pregnancy,Foetus and newborn affected by other maternal circulatory and respiratory diseases
P004,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P00,Foetus and newborn affected by maternal conditions that may be unrelated to present pregnancy,Foetus and newborn affected by maternal nutritional disorders
P005,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P00,Foetus and newborn affected by maternal conditions that may be unrelated to present pregnancy,Foetus and newborn affected by maternal injury
P006,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P00,Foetus and newborn affected by maternal conditions that may be unrelated to present pregnancy,Foetus and newborn affected by surgical procedure on mother
P007,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P00,Foetus and newborn affected by maternal conditions that may be unrelated to present pregnancy,"Foetus and newborn affected by other medical procedures on mother, not elsewhere classified"
P008,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P00,Foetus and newborn affected by maternal conditions that may be unrelated to present pregnancy,Foetus and newborn affected by other maternal conditions
P009,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P00,Foetus and newborn affected by maternal conditions that may be unrelated to present pregnancy,Foetus and newborn affected by unspecified maternal condition
P01,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P01,Foetus and newborn affected by maternal complications of pregnancy,Foetus and newborn affected by maternal complications of pregnancy
P010,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P01,Foetus and newborn affected by maternal complications of pregnancy,Foetus and newborn affected by incompetent cervix
P011,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P01,Foetus and newborn affected by maternal complications of pregnancy,Foetus and newborn affected by premature rupture of membranes
P012,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P01,Foetus and newborn affected by maternal complications of pregnancy,Foetus and newborn affected by oligohydramnios
P013,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P01,Foetus and newborn affected by maternal complications of pregnancy,Foetus and newborn affected by polyhydramnios
P014,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P01,Foetus and newborn affected by maternal complications of pregnancy,Foetus and newborn affected by ectopic pregnancy
P015,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P01,Foetus and newborn affected by maternal complications of pregnancy,Foetus and newborn affected by multiple pregnancy
P016,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P01,Foetus and newborn affected by maternal complications of pregnancy,Foetus and newborn affected by maternal death
P017,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P01,Foetus and newborn affected by maternal complications of pregnancy,Foetus and newborn affected by malpresentation before labour
P018,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P01,Foetus and newborn affected by maternal complications of pregnancy,Foetus and newborn affected by other maternal complications of pregnancy
P019,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P01,Foetus and newborn affected by maternal complications of pregnancy,"Foetus and newborn affected by maternal complication of pregnancy, unspecified"
P02,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P02,"Foetus and newborn affected by complications of placenta, cord and membranes","Foetus and newborn affected by complications of placenta, cord and membranes"
P020,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P02,"Foetus and newborn affected by complications of placenta, cord and membranes",Foetus and newborn affected by placenta praevia
P021,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P02,"Foetus and newborn affected by complications of placenta, cord and membranes",Foetus and newborn affected by other forms of placental separation and haemorrhage
P022,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P02,"Foetus and newborn affected by complications of placenta, cord and membranes",Foetus and newborn affected by other and unspecified morphological and functional abnormalities of placenta
P023,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P02,"Foetus and newborn affected by complications of placenta, cord and membranes",Foetus and newborn affected by placental transfusion syndromes
P024,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P02,"Foetus and newborn affected by complications of placenta, cord and membranes",Foetus and newborn affected by prolapsed cord
P025,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P02,"Foetus and newborn affected by complications of placenta, cord and membranes",Foetus and newborn affected by other compression of umbilical cord
P026,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P02,"Foetus and newborn affected by complications of placenta, cord and membranes",Foetus and newborn affected by other and unspecified conditions of umbilical cord
P027,P00-P04,"Foetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery
",P02,"Foetus and newborn affected by complications of placenta, cord and membranes",Foetus and newborn affected by chorioamnionitis
